"survey_id","site_id","site_description","zone","decimal_longitude","decimal_latitude","geodetic_datum","terrestrial","year_deployed","year_retrieved","serial","sensor_type","sensor_part","interval","height","deployment_datetime","retrieval_datetime","status","hobo"
460,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2015,2015,"399741","pro series","H08-032-08",30,100,2015-06-23 16:25:00,2015-09-23 13:36:00,"clean",TRUE
461,"REFFOR","Reference Forest","reference",-121.810558509788,46.487305173214,"EPSG:4326",TRUE,2015,2015,"10560915","pro-v2","U23-001",30,100,2015-06-24 01:00:00,2015-09-17 14:35:00,"clean",TRUE
462,"TEPFOR","Tephra Forest","tephra fall",-122.010804379296,46.3068679552083,"EPSG:4326",TRUE,2015,2015,"9905284","pro-v2","U23-001",30,100,2015-06-24 12:27:00,2015-09-17 10:40:00,"clean",TRUE
463,"TEPCUT","Tephra Clearcut","tephra fall",-122.006109914231,46.3079342323427,"EPSG:4326",TRUE,2015,2015,"10560917","pro-v2","U23-001",30,100,2015-06-24 13:43:00,2015-09-17 12:15:00,"clean",TRUE
464,"REFCUT","Reference Clearcut","reference",-121.804091592153,46.4851228078104,"EPSG:4326",TRUE,2015,2015,"9905285","pro-v2","U23-001",30,100,2015-06-24 18:00:00,2015-09-17 15:45:00,"clean",TRUE
465,"UPLSNW","Upland Shrub Northwest","pyroclastic flow",-122.155498069052,46.251274615971,"EPSG:4326",TRUE,2015,2015,"1032865","pro series","H08-032-08",30,100,2015-06-26 01:00:00,2015-09-23 10:55:00,"clean",TRUE
466,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2015,2015,"10560916","pro-v2","U23-001",30,100,2015-06-26 14:10:00,2015-09-16 13:30:00,"clean",TRUE
467,"FORUPL","Forsyth Creek Upland","pyroclastic flow",-122.169240747478,46.2269582901427,"EPSG:4326",TRUE,2015,2015,"1277064","pro series","H08-032-08",30,100,2015-06-26 16:20:00,2015-09-23 11:50:00,"clean",TRUE
468,"FORCRK","Forsyth Creek Riparian","pyroclastic flow",-122.165589605975,46.2282907027212,"EPSG:4326",TRUE,2015,2015,"492638","pro series","H08-032-08",30,100,2015-06-26 16:50:00,2015-09-23 12:14:00,"clean",TRUE
469,"PMPGRN","Pumice Plain Greenery","pyroclastic flow",-122.151754042822,46.2282068810986,"EPSG:4326",TRUE,2015,2015,"1277067","pro series","H08-032-08",30,100,2015-06-26 17:50:00,2015-09-23 12:58:00,"clean",TRUE
470,"CMPCRK_L","Camp Creek, lower","pyroclastic flow",-122.166882652866,46.2593861288242,"EPSG:4326",FALSE,2015,2015,"10015820","pro-v2","U22-001",60,,2015-07-07 18:00:00,2015-08-28 09:51:00,"clean",FALSE
471,"GEOCRK_U","Geothermal Creek, upper","pyroclastic flow",-122.166053105104,46.2567610874798,"EPSG:4326",FALSE,2015,2015,"10348979","pro-v2","U22-001",60,,2015-07-07 18:00:00,2015-08-28 09:40:00,"clean",FALSE
472,"CMPCRKE_L","Camp Creek East, lower","pyroclastic flow",-122.174634176983,46.2503883722762,"EPSG:4326",FALSE,2015,2015,"10361437","pendant","UA-002-08",60,,2015-07-20 13:00:00,2015-08-28 09:30:00,"clean",FALSE
473,"CMPCRKW_U","Camp Creek West, upper","pyroclastic flow",-122.178862291847,46.2487268211096,"EPSG:4326",FALSE,2015,2015,"10355135","pendant","UA-002-08",60,,2015-07-20 13:11:00,2015-08-28 09:45:00,"clean",FALSE
474,"CMPCRK_C","Camp Creek, confluence","pyroclastic flow",-122.174694215573,46.2533048010395,"EPSG:4326",FALSE,2015,2015,"10361438","pendant","UA-002-08",60,,2015-07-20 13:30:00,2015-08-28 10:15:00,"clean",FALSE
475,"CLRCRK_L","Clear Creek, lower","pyroclastic flow",-122.161339524522,46.2536036134151,"EPSG:4326",FALSE,2015,2015,"9749143","pro-v2","U22-001",60,,2015-07-20 15:50:00,2015-08-28 10:18:00,"clean",FALSE
476,"WILSPR_C1","Willow Springs, confluence with Willow Springs East and West","pyroclastic flow",-122.162170728915,46.2458787164704,"EPSG:4326",FALSE,2015,2015,"10355134","pendant","UA-002-08",60,,2015-07-21 09:30:00,2015-08-28 10:45:00,"clean",FALSE
477,"WILSPRW","Willow Springs West","pyroclastic flow",-122.162624977168,46.2458640445777,"EPSG:4326",FALSE,2015,2015,"10355136","pendant","UA-002-08",60,,2015-07-21 09:45:00,2015-08-28 10:45:00,"clean",FALSE
478,"WILSPR_L","Willow Springs, lower","pyroclastic flow",-122.158066267422,46.252157556947,"EPSG:4326",FALSE,2015,2015,"10361441","pendant","UA-002-08",60,,2015-07-21 10:05:00,2015-08-28 10:30:00,"clean",FALSE
479,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2015,2016,"10550945","pendant","UA-002-64",60,-500,2015-09-09 11:00:00,2016-06-07 12:06:00,"clean",TRUE
480,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2015,2016,"10647208","pendant","UA-002-64",60,-100,2015-09-09 11:00:00,2016-06-07 12:06:00,"clean",TRUE
481,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2015,2016,"10172857","pendant","UA-002-64",60,-100,2015-09-09 11:30:00,2016-06-07 11:45:00,"clean",TRUE
482,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2015,2016,"10550944","pendant","UA-002-64",60,-500,2015-09-09 11:30:00,2016-06-07 11:45:00,"clean",TRUE
483,"SUNISL","Sunken Island","Spirit Lake",-122.140054998105,46.258215484174,"EPSG:4326",FALSE,2015,2016,"10172858","pendant","UA-002-64",60,-1000,2015-09-24 18:00:00,2016-10-11 15:03:00,"clean",TRUE
484,"SUNISL","Sunken Island","Spirit Lake",-122.140054998105,46.258215484174,"EPSG:4326",FALSE,2015,2016,"10209352","pendant","UA-002-64",60,-100,2015-09-24 18:00:00,2016-10-11 15:03:00,"clean",TRUE
485,"SUNISL","Sunken Island","Spirit Lake",-122.140054998105,46.258215484174,"EPSG:4326",FALSE,2015,2016,"10209353","pendant","UA-002-64",60,-2000,2015-09-24 18:00:00,2016-10-11 15:03:00,"clean",TRUE
486,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2016,2016,"9905283","pro-v2","U23-001",30,100,2016-06-03 01:00:00,2016-10-14 11:00:00,"clean",TRUE
487,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2016,2016,"10943614","pro-v2","U23-001",30,100,2016-06-03 10:51:00,2016-10-12 16:20:00,"clean",TRUE
488,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2016,2016,"10943617","pro-v2","U23-001",30,100,2016-06-03 11:26:00,2016-10-12 16:13:00,"clean",TRUE
489,"PPCAST","Pumice Plain Castilleja","pyroclastic flow",-122.158489220598,46.244861677207,"EPSG:4326",TRUE,2016,2016,"10560915","pro-v2","U23-001",30,100,2016-06-03 11:50:00,2016-10-11 16:35:00,"clean",TRUE
490,"UPLSHS","Upland Shrub South","pyroclastic flow",-122.16118390326,46.2510464756402,"EPSG:4326",TRUE,2016,2016,"1277064","pro series","H08-032-08",30,100,2016-06-03 13:10:00,2016-10-12 16:03:00,"clean",TRUE
491,"PPUPL2","Pumice Plain Upland #2","pyroclastic flow",-122.159784968838,46.2526022006146,"EPSG:4326",TRUE,2016,2016,"442644","pro series","H08-032-08",30,100,2016-06-03 13:25:00,2016-10-12 15:45:00,"clean",TRUE
492,"PPWET2","Pumice Plain Wetland #2","pyroclastic flow",-122.158106506131,46.2546148491271,"EPSG:4326",TRUE,2016,2016,"1032864","pro series","H08-032-08",30,100,2016-06-03 13:45:00,2016-10-12 15:39:00,"clean",TRUE
493,"PPUPL1","Pumice Plain Upland #1","pyroclastic flow",-122.176838117238,46.247020266064,"EPSG:4326",TRUE,2016,2016,"1032866","pro series","H08-032-08",30,100,2016-06-03 13:50:00,2016-10-14 11:28:00,"clean",TRUE
494,"RDRUPL","Red Rock Creek Upland","pyroclastic flow",-122.159865611179,46.2388237986033,"EPSG:4326",TRUE,2016,2016,"9905285","pro-v2","U23-001",30,100,2016-06-03 14:28:00,2016-10-11 16:55:00,"clean",TRUE
495,"RDRCRK","Red Rock Creek Riparian","pyroclastic flow",-122.159147409643,46.2374415171224,"EPSG:4326",TRUE,2016,2016,"9905286","pro-v2","U23-001",30,100,2016-06-03 14:47:00,2016-10-12 16:49:00,"clean",TRUE
496,"UPLSNW","Upland Shrub Northwest","pyroclastic flow",-122.155498069052,46.251274615971,"EPSG:4326",TRUE,2016,2016,"492646","pro series","H08-032-08",30,100,2016-06-06 09:49:00,2016-10-14 11:00:00,"clean",TRUE
497,"UPLSNE","Upland Shrub Northeast","pyroclastic flow",-122.156564256228,46.2519664858862,"EPSG:4326",TRUE,2016,2016,"1277067","pro series","H08-032-08",30,100,2016-06-06 10:41:00,2016-10-11 16:29:00,"clean",TRUE
498,"PMPGRN","Pumice Plain Greenery","pyroclastic flow",-122.151754042822,46.2282068810986,"EPSG:4326",TRUE,2016,2016,"10943620","pro-v2","U23-001",30,100,2016-06-07 08:44:00,2016-10-14 14:00:00,"clean",TRUE
499,"FORCRK","Forsyth Creek Riparian","pyroclastic flow",-122.165589605975,46.2282907027212,"EPSG:4326",TRUE,2016,2016,"10560917","pro-v2","U23-001",30,100,2016-06-07 10:24:00,2016-10-10 14:45:00,"clean",TRUE
500,"FORUPL","Forsyth Creek Upland","pyroclastic flow",-122.169240747478,46.2269582901427,"EPSG:4326",TRUE,2016,2016,"10560916","pro-v2","U23-001",30,100,2016-06-07 11:29:00,2016-10-10 14:00:00,"clean",TRUE
501,"PPWET1","Pumice Plain Wetland #1","pyroclastic flow",-122.173128524109,46.2487124942667,"EPSG:4326",TRUE,2016,2016,"1277066","pro series","H08-032-08",30,100,2016-06-08 12:17:00,2016-10-14 11:17:00,"clean",TRUE
502,"BSTCRK","Basalt Creek Riparian","pyroclastic flow",-122.161689462774,46.2434091890031,"EPSG:4326",TRUE,2016,2016,"9905284","pro-v2","U23-001",30,100,2016-06-08 15:20:00,2016-10-12 15:58:00,"clean",TRUE
503,"BLDFOR","Blowdown Forest","blowdown",-122.085150075712,46.3031130581807,"EPSG:4326",TRUE,2016,2016,"492638","pro series","H08-032-08",30,100,2016-06-08 17:30:00,2016-10-14 09:48:00,"clean",TRUE
504,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2016,2016,"10172849","pendant","UA-002-64",30,-100,2016-06-08 18:00:00,2016-10-11 14:53:00,"clean",TRUE
505,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2016,2016,"10212995","pendant","UA-002-64",30,-500,2016-06-08 18:00:00,2016-10-11 14:53:00,"clean",TRUE
506,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2016,2016,"10951889","pendant","UA-002-64",30,-100,2016-06-08 18:00:00,2016-10-11 14:40:00,"clean",TRUE
507,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2016,2016,"10172855","pendant","UA-002-64",30,-500,2016-06-08 18:00:00,2016-10-11 14:40:00,"clean",TRUE
508,"BLDCUT","Blowdown Clearcut","blowdown",-122.080663315663,46.2662672955813,"EPSG:4326",TRUE,2016,2016,"1032865","pro series","H08-032-08",0.5,100,2016-06-09 09:00:00,2016-10-10 12:55:00,"clean",TRUE
509,"CLRCRK_H","Clear Creek, head","pyroclastic flow",-122.167854205361,46.2483412253389,"EPSG:4326",FALSE,2016,2016,"10361437","pendant","UA-002-08",60,,2016-06-20 12:52:00,2016-09-19 15:31:00,"clean",TRUE
510,"WILSPRW_H","Willow Springs West, head","pyroclastic flow",-122.165775596881,46.2434030789202,"EPSG:4326",FALSE,2016,2016,"10951893","pendant","UA-002-64",30,,2016-06-20 13:49:00,2016-09-15 12:50:00,"clean",TRUE
511,"RDRCRK_U","Red Rock Creek, Upper","pyroclastic flow",-122.15921990917,46.2386390514671,"EPSG:4326",FALSE,2016,2016,"10355132","pendant","UA-002-08",60,,2016-06-20 15:42:00,2016-09-07 13:00:00,"clean",TRUE
512,"CLRCRK_U","Clear Creek, upper","pyroclastic flow",-122.16585899048,46.2515936812018,"EPSG:4326",FALSE,2016,2016,"10361837","pendant","UA-002-64",60,,2016-06-20 16:10:00,2016-09-19 17:30:00,"clean",TRUE
513,"GEOCRKE_U","Geothermal Creek East, upper","pyroclastic flow",-122.170734328385,46.2491901521704,"EPSG:4326",FALSE,2016,2016,"10383265","pendant","UA-002-64",60,,2016-06-21 14:05:00,2016-09-19 15:15:00,"clean",TRUE
514,"GEOCRKW_U","Geothermal Creek West, upper","pyroclastic flow",-122.172366932476,46.2510469804697,"EPSG:4326",FALSE,2016,2016,"10361439","pendant","UA-002-08",60,,2016-06-21 14:27:00,2016-09-19 15:05:00,"clean",TRUE
515,"CMPCRKE_L","Camp Creek East, lower","pyroclastic flow",-122.174855912198,46.2503089729892,"EPSG:4326",FALSE,2016,2016,"10361444","pendant","UA-002-08",60,,2016-06-21 15:40:00,2016-09-19 14:38:00,"clean",TRUE
516,"BEAVCRK_U","Beaver Creek, upper","debris avalanche",-122.156171042676,46.2945063681613,"EPSG:4326",FALSE,2016,2016,"10951895","pendant","UA-002-64",30,,2016-06-21 16:00:00,2016-09-20 12:13:00,"clean",TRUE
517,"CMPCRKW_L","Camp Creek West, lower","pyroclastic flow",-122.176865731327,46.2503774612545,"EPSG:4326",FALSE,2016,2016,"10361442","pendant","UA-002-08",60,,2016-06-21 16:09:00,2016-09-19 14:29:00,"clean",TRUE
518,"BEARCRK","Bear Creek","debris avalanche",-122.158101660376,46.2947635986204,"EPSG:4326",FALSE,2016,2016,"10951894","pendant","UA-002-64",30,,2016-06-21 16:30:00,2016-09-20 12:19:00,"clean",TRUE
519,"GEOCRK_U","Geothermal Creek, upper","pyroclastic flow",-122.166339062667,46.2567271731246,"EPSG:4326",FALSE,2016,2016,"10951902","pendant","UA-002-64",30,,2016-06-23 11:47:00,2016-09-19 15:53:00,"clean",TRUE
520,"CLRCRK_L","Clear Creek, lower","pyroclastic flow",-122.161339524522,46.2536036134151,"EPSG:4326",FALSE,2016,2016,"10951900","pendant","UA-002-64",60,,2016-06-23 13:40:00,2016-09-19 17:18:00,"clean",TRUE
521,"CMPCRK_U","Camp Creek, upper","pyroclastic flow",-122.171025670945,46.2565452523115,"EPSG:4326",FALSE,2016,2016,"10951901","pendant","UA-002-64",30,,2016-06-23 13:51:00,2016-09-19 16:12:00,"clean",TRUE
522,"FORCRK_L","Forsyth Creek, lower","pyroclastic flow",-122.162084685615,46.2438620863993,"EPSG:4326",FALSE,2016,2016,"10361438","pendant","UA-002-08",60,,2016-06-28 12:00:00,2016-09-19 18:06:00,"clean",TRUE
523,"NORCRK_L","Norway Creek, lower","blowdown",-122.111725197955,46.3011086350625,"EPSG:4326",FALSE,2016,2016,"10951896","pendant","UA-002-64",30,,2016-06-29 15:21:00,2016-10-28 13:00:00,"clean",TRUE
524,"HARMNY_U","Harmony, upper","blowdown",-122.116986705632,46.2815655433637,"EPSG:4326",FALSE,2016,2016,"1266110","pro series","H08-001-02",30,,2016-06-30 15:50:00,2016-10-28 15:00:00,"clean",TRUE
525,"HARMNY_L","Harmony, lower","blowdown",-122.117261720884,46.2814146680205,"EPSG:4326",FALSE,2016,2016,"10951897","pendant","UA-002-64",30,,2016-06-30 16:45:00,2016-10-28 15:00:00,"clean",TRUE
526,"BEANCRK_L","Bean Creek, lower","blowdown",-122.084458338254,46.2760537118205,"EPSG:4326",FALSE,2016,2016,"10015821","pro-v2","U22-001",30,,2016-07-12 10:26:00,2016-09-30 08:49:00,"clean",TRUE
527,"WAKEPISH_F3","Wakepish Creek, F3","tephra fall",-121.97415397074,46.3236718102808,"EPSG:4326",FALSE,2016,2016,"10015820","pro-v2","U22-001",30,,2016-07-12 14:35:00,2016-09-29 10:34:00,"clean",TRUE
528,"CLRWTR_GHOST","Clearwater Creek, on branch from Ghost Lake just above confluence","blowdown",-122.055375992166,46.2931780176935,"EPSG:4326",FALSE,2016,2016,"491573","pro series","H08-001-02",30,,2016-07-12 14:36:00,2016-09-29 11:00:00,"clean",TRUE
529,"CLRWTR_META","Clearwater Creek, on branch from Meta Lake just above confluence","blowdown",-122.055184383352,46.2922404411748,"EPSG:4326",FALSE,2016,2016,"491567","pro series","H08-001-02",30,,2016-07-12 15:02:00,2016-09-29 11:18:00,"clean",TRUE
530,"CLRWTR_UPBRG","Clearwater Creek, under upper bridge","blowdown",-122.047465820657,46.2911234021424,"EPSG:4326",FALSE,2016,2016,"10951899","pendant","UA-002-64",30,,2016-07-12 15:44:00,2016-09-29 11:45:00,"clean",TRUE
531,"CLRWTR_F2","Clearwater Creek, F2","blowdown",-121.992828561525,46.2432432308599,"EPSG:4326",FALSE,2016,2016,"10951892","pendant","UA-002-64",30,,2016-07-12 15:46:00,2016-09-29 11:15:00,"clean",TRUE
532,"CLRWTR_HWF4","Clearwater Creek, HWF4","blowdown",-121.999962936935,46.2575168731622,"EPSG:4326",FALSE,2016,2016,"491560","pro series","H08-001-02",30,,2016-07-12 16:18:00,2016-09-29 14:21:00,"clean",TRUE
533,"CLRWTR_HWF1","Clearwater Creek, HWF1","blowdown",-122.038904212521,46.2922037427611,"EPSG:4326",FALSE,2016,2016,"491572","pro series","H08-001-02",30,,2016-07-12 17:00:00,2016-09-29 12:03:00,"clean",TRUE
534,"CLRWTR_MIDBRG","Clearwater Creek, by middle bridge","blowdown",-122.012308481511,46.2636631923618,"EPSG:4326",FALSE,2016,2016,"10015824","pro-v2","U22-001",30,,2016-07-12 17:05:00,2016-09-29 12:06:00,"clean",TRUE
535,"CLRWTR_HWF2","Clearwater Creek, HWF2","blowdown",-122.023694252836,46.2903918814003,"EPSG:4326",FALSE,2016,2016,"491574","pro series","H08-001-02",30,,2016-07-12 17:44:00,2016-09-29 12:38:00,"clean",TRUE
536,"CLRWTR_HWF3","Clearwater Creek, HWF3","blowdown",-122.012139099259,46.2824806663403,"EPSG:4326",FALSE,2016,2016,"491582","pro series","H08-001-02",30,,2016-07-12 18:40:00,2016-09-29 13:22:00,"clean",TRUE
537,"CLRWTR_F1","Clearwater Creek, F1","blowdown",-121.996144325725,46.2499144044881,"EPSG:4326",FALSE,2016,2016,"10951898","pendant","UA-002-64",30,,2016-07-12 20:10:00,2016-09-29 11:25:00,"clean",TRUE
538,"CLRWTR_NF2","Clearwater Creek, NF2","blowdown",-122.025573642307,46.2744599961312,"EPSG:4326",FALSE,2016,2016,"491577","pro series","H08-001-02",30,,2016-07-13 11:05:00,2016-09-29 12:49:00,"clean",TRUE
539,"CLRWTR_NF1","Clearwater Creek, NF1","blowdown",-122.034854960712,46.28325068607,"EPSG:4326",FALSE,2016,2016,"10015823","pro-v2","U22-001",30,,2016-07-13 13:46:00,2016-09-29 13:17:00,"clean",TRUE
540,"QUARTZ","Quartz Creek","blowdown",-122.055152335184,46.3612512762571,"EPSG:4326",FALSE,2016,2016,"10348979","pro-v2","U22-001",30,,2016-07-18 15:30:00,2016-09-30 09:11:00,"clean",TRUE
541,"GREEN_UE","Green River, upper east","blowdown",-122.082395609835,46.3179678268339,"EPSG:4326",FALSE,2016,2016,"10015828","pro-v2","U22-001",30,,2016-07-19 15:58:00,2016-09-28 11:45:00,"clean",TRUE
542,"SMITH_E","Smith Creek, east","blowdown",-122.089350746441,46.2549428490809,"EPSG:4326",FALSE,2016,2016,"10015822","pro-v2","U22-001",30,,2016-07-27 13:22:00,2016-09-30 09:53:00,"clean",TRUE
543,"GREEN_LOW","Green River, lower","blowdown",-122.109014896027,46.3480939185584,"EPSG:4326",FALSE,2016,2016,"10172857","pendant","UA-002-64",30,,2016-07-28 12:20:00,2016-09-30 10:03:00,"clean",TRUE
544,"GRIZZLY","Grizzly Creek","blowdown",-122.075910783012,46.3320454148871,"EPSG:4326",FALSE,2016,2016,"491566","pro series","H08-001-02",30,,2016-08-03 09:45:00,2016-09-28 14:20:00,"clean",TRUE
545,"GREEN_MID","Green River, middle","blowdown",-122.079559463292,46.3437926666352,"EPSG:4326",FALSE,2016,2016,"491758","pro series","H08-001-02",,,2016-08-03 15:28:00,2016-09-28 15:40:00,"lost",TRUE
546,"GREEN_U","Green River, upper","blowdown",-122.078316897317,46.3233889531296,"EPSG:4326",FALSE,2016,2016,"1266111","pro series","H08-001-02",30,,2016-08-03 17:08:00,2016-09-28 12:42:00,"clean",TRUE
547,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2016,2017,"10951898","pendant","UA-002-64",30,-500,2016-10-11 14:40:00,2017-08-22 12:20:00,"clean",TRUE
548,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2016,2017,"10951902","pendant","UA-002-64",30,-100,2016-10-11 14:40:00,2017-08-22 12:20:00,"clean",TRUE
549,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2016,2017,"10951900","pendant","UA-002-64",30,-100,2016-10-11 14:53:00,2017-08-22 12:28:00,"clean",TRUE
550,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2016,2017,"10951892","pendant","UA-002-64",30,-500,2016-10-11 14:53:00,2017-08-22 12:28:00,"clean",TRUE
551,"SUNISL","Sunken Island","Spirit Lake",-122.140054998105,46.258215484174,"EPSG:4326",FALSE,2016,2017,"10951899","pendant","UA-002-64",30,-1000,2016-10-11 15:06:00,2017-08-22 12:40:00,"clean",TRUE
552,"SUNISL","Sunken Island","Spirit Lake",-122.140054998105,46.258215484174,"EPSG:4326",FALSE,2016,2017,"10951894","pendant","UA-002-64",30,-100,2016-10-11 15:06:00,2017-08-22 12:40:00,"clean",TRUE
553,"SUNISL","Sunken Island","Spirit Lake",-122.140054998105,46.258215484174,"EPSG:4326",FALSE,2016,2017,"10951895","pendant","UA-002-64",30,-2000,2016-10-11 15:06:00,2017-08-22 12:40:00,"clean",TRUE
554,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2016,2017,"10560916","pro-v2","U23-001",30,100,2016-10-14 11:00:00,2017-07-13 10:30:00,"clean",TRUE
555,"H02A","Hummocks pond H02A","debris avalanche",-122.270566720562,46.2839715295086,"EPSG:4326",FALSE,2017,2017,"10015820","pro-v2","U22-001",30,-50,2017-05-10 10:00:00,2017-09-26 10:15:00,"clean",TRUE
556,"H16","Hummocks pond H16","debris avalanche",-122.270835241361,46.284279239845,"EPSG:4326",FALSE,2017,2017,"9949435","pendant","UA-002-08",30,-46,2017-05-10 10:01:00,2017-08-17 09:30:00,"clean",TRUE
557,"M07","Maratta pond M07","debris avalanche",-122.283739238009,46.2902017563222,"EPSG:4326",FALSE,2017,2017,"10015822","pro-v2","U22-001",30,-60,2017-05-10 10:35:00,2017-09-26 11:05:00,"clean",TRUE
558,"H03B","Hummocks pond H03B","debris avalanche",-122.267327766674,46.2805758456114,"EPSG:4326",FALSE,2017,2017,"10015828","pro-v2","U22-001",30,-50,2017-05-10 10:50:00,2017-08-17 00:00:00,"clean",TRUE
559,"M50","Maratta pond M50","debris avalanche",-122.285377485989,46.2900140094599,"EPSG:4326",FALSE,2017,2017,"10550946","pendant","UA-002-64",30,-60,2017-05-10 10:58:00,2017-07-20 11:25:00,"clean",TRUE
560,"H04","Hummocks pond H04","debris avalanche",-122.264163588463,46.2774415472224,"EPSG:4326",FALSE,2017,2017,"10951891","pendant","UA-002-64",30,-50,2017-05-10 11:13:00,2017-09-26 10:35:00,"clean",TRUE
561,"M05","Maratta pond M05","debris avalanche",-122.283110084679,46.2916557994145,"EPSG:4326",FALSE,2017,2017,"10951888","pendant","UA-002-64",30,-60,2017-05-10 11:20:00,2017-09-26 10:38:00,"clean",TRUE
562,"H12","Hummocks pond H12","debris avalanche",-122.265404720036,46.2768375326329,"EPSG:4326",FALSE,2017,2017,"9949439","pendant","UA-002-08",30,-50,2017-05-10 11:27:00,2017-08-04 00:00:00,"clean",TRUE
563,"H15","Hummocks pond H15","debris avalanche",-122.263296537693,46.2753119778823,"EPSG:4326",FALSE,2017,2017,"10015823","pro-v2","U22-001",30,-50,2017-05-10 11:45:00,2017-09-13 12:00:00,"clean",TRUE
564,"H05","Hummocks pond H05","debris avalanche",-122.267245025601,46.2780193339436,"EPSG:4326",FALSE,2017,2017,"10212993","pendant","UA-002-64",30,-50,2017-05-10 12:07:00,2017-09-26 10:50:00,"clean",TRUE
565,"M31","Maratta pond M31","debris avalanche",-122.282823664013,46.2937059831819,"EPSG:4326",FALSE,2017,2017,"10212995","pendant","UA-002-64",30,-60,2017-05-10 12:10:00,2017-09-13 10:30:00,"clean",TRUE
566,"M43","Maratta pond M43","debris avalanche",-122.28284622199,46.2939671220835,"EPSG:4326",FALSE,2017,2017,"10951890","pendant","UA-002-64",30,-60,2017-05-10 12:18:00,2017-08-31 00:00:00,"clean",TRUE
567,"M51","Maratta pond M51","debris avalanche",-122.281549907133,46.2918260045371,"EPSG:4326",FALSE,2017,2017,"10015821","pro-v2","U22-001",30,-60,2017-05-10 12:30:00,2017-08-04 00:00:00,"clean",TRUE
568,"M54","Maratta pond M54","debris avalanche",-122.281567360675,46.2914841174751,"EPSG:4326",FALSE,2017,2017,"10647208","pendant","UA-002-64",30,-48,2017-05-10 12:47:00,2017-09-26 10:27:00,"clean",TRUE
569,"H29","Hummocks pond H29","debris avalanche",-122.273330146943,46.2831071336871,"EPSG:4326",FALSE,2017,2017,"9949429","pendant","UA-002-08",30,-50,2017-05-10 13:07:00,2017-07-20 13:00:00,"clean",TRUE
570,"M03","Maratta pond M03","debris avalanche",-122.280120364977,46.2919340115627,"EPSG:4326",FALSE,2017,2017,"10348979","pro-v2","U22-001",30,-54,2017-05-10 13:10:00,2017-09-26 10:10:00,"clean",TRUE
571,"M48","Maratta pond M48","debris avalanche",-122.278827972111,46.2904948805117,"EPSG:4326",FALSE,2017,2017,"10951893","pendant","UA-002-64",30,-48,2017-05-10 13:30:00,2017-08-17 09:15:00,"clean",TRUE
572,"M09","Maratta pond M09","debris avalanche",-122.279337324889,46.289274103454,"EPSG:4326",FALSE,2017,2017,"10348974","pro-v2","U22-001",30,-50,2017-05-10 14:00:00,2017-08-04 00:00:00,"clean",TRUE
573,"H33","Hummocks pond H33","debris avalanche",-122.277845473212,46.2832617418546,"EPSG:4326",FALSE,2017,2017,"10647206","pendant","UA-002-64",30,-50,2017-05-10 14:04:00,2017-09-26 11:40:00,"clean",TRUE
574,"M24","Maratta pond M24","debris avalanche",-122.277257556039,46.2904579644276,"EPSG:4326",FALSE,2017,2017,"9949438","pendant","UA-002-08",30,-50,2017-05-10 14:12:00,2017-07-20 10:15:00,"clean",TRUE
575,"H36","Hummocks pond H36","debris avalanche",-122.278742608394,46.2841403977681,"EPSG:4326",FALSE,2017,2017,"10172852","pendant","UA-002-64",30,-50,2017-05-10 14:15:00,2017-09-26 11:50:00,"clean",TRUE
576,"M36","Maratta pond M36","debris avalanche",-122.277138082193,46.288684225345,"EPSG:4326",FALSE,2017,2017,"9949437","pendant","UA-002-08",30,-60,2017-05-10 14:25:00,2017-08-17 10:37:00,"clean",TRUE
